0,1,0.20073,0.36588000000000004,0.5304800000000001,0.8259,0.47253,0.7129300000000001,0.35901,0.55271,0.33809,0.19434
1,2,0.21595999999999999,0.38937,0.511,0.7411800000000001,0.44028999999999996,0.83478,0.35767,0.55891,0.39748,0.29043
2,3,0.4752,0.51977,0.18134,0.38555,0.26187,0.8312200000000001,0.23396,0.65769,0.27893,0.44513
3,4,0.50229,0.7148,0.25528,0.6683600000000001,0.17439000000000002,0.61857,0.26374000000000003,0.4826,0.56162,0.14794000000000002
4,5,0.41008999999999995,0.73107,0.45419,0.6739,0.0017059999999999998,0.5172100000000001,0.6353800000000001,0.3535,0.6874100000000001,0.31305
5,6,0.33102,0.7176100000000001,0.48386,0.5926600000000001,0.024914,0.5404399999999999,0.56675,0.32338,0.67274,0.32763000000000003
6,7,0.34006,0.74856,0.59632,0.6009800000000001,0.014818000000000001,0.50359,0.58335,0.5208699999999999,0.69547,0.35348
7,8,0.28612,0.6773100000000001,0.72045,0.75413,0.09341100000000001,0.41745,0.36372,0.6442100000000001,0.73777,0.38039
8,9,0.22715,0.67176,0.4825,0.50763,0.3486,0.69222,0.33146,0.64535,0.54847,0.3329
9,10,0.28231,0.61892,0.38056,0.7396699999999999,0.53482,0.6709,0.34403,0.5879800000000001,0.6098,0.20631999999999998
10,11,0.3128,0.66057,0.39011,0.55457,0.2705,0.68221,0.28093,0.61253,0.5877399999999999,0.1665
11,1,0.19777,0.3568,0.54781,0.8046399999999999,0.45788999999999996,0.74875,0.37061,0.55476,0.36091999999999996,0.19505999999999998
12,2,0.24666,0.37659000000000004,0.46676000000000006,0.74125,0.4443,0.8305299999999999,0.34614,0.6330399999999999,0.34879,0.34848
13,3,0.49628999999999995,0.5283100000000001,0.1786,0.37462,0.2704,0.82924,0.2206,0.6638,0.25261,0.45529
14,4,0.46137,0.72451,0.23669,0.67006,0.19289,0.54751,0.36645,0.40212,0.63667,0.15075999999999998
15,5,0.46203,0.76402,0.41229,0.62333,0.037301,0.58765,0.5551,0.38783,0.69515,0.22823000000000002
16,6,0.36167,0.72911,0.49254,0.58018,0.009685,0.56033,0.57543,0.32142,0.6771,0.29548
17,7,0.29706,0.7255699999999999,0.61243,0.63355,0.020127000000000003,0.43643999999999994,0.5896,0.49695,0.70695,0.3858
18,8,0.28843,0.66613,0.72095,0.75243,0.074143,0.41096000000000005,0.36512,0.65595,0.7428600000000001,0.38308000000000003
19,9,0.2055,0.65975,0.41308999999999996,0.49263,0.34854,0.66379,0.44388999999999995,0.5461699999999999,0.70323,0.28084000000000003
20,10,0.28053,0.61697,0.37609000000000004,0.74859,0.5294300000000001,0.66764,0.34870999999999996,0.59829,0.57562,0.23963
21,11,0.33195,0.6451,0.37961999999999996,0.57276,0.24513000000000001,0.66171,0.28328000000000003,0.6845899999999999,0.57093,0.15606
22,1,0.19484,0.34957,0.53793,0.82809,0.46556000000000003,0.72751,0.36876,0.56395,0.3964,0.18594000000000002
23,2,0.23798000000000002,0.37322,0.42958999999999997,0.70532,0.42777,0.8489,0.40751,0.63117,0.43323,0.3083
24,3,0.50742,0.54973,0.15442,0.41431,0.32142,0.81462,0.21116999999999997,0.6632399999999999,0.27007,0.4015
25,4,0.47823999999999994,0.70603,0.24509,0.67581,0.19009,0.58537,0.29181,0.4745,0.60521,0.12195
26,5,0.43588999999999994,0.75997,0.38641,0.61364,0.09065,0.60559,0.45998999999999995,0.4401,0.63877,0.21115
27,6,0.35178000000000004,0.75195,0.4701,0.54065,0.049506,0.52167,0.64768,0.28326999999999997,0.6602899999999999,0.31825
28,7,0.24011999999999997,0.71726,0.60101,0.6038100000000001,0.0712,0.31279,0.69653,0.47996000000000005,0.69058,0.466
29,8,0.28526999999999997,0.6765399999999999,0.7156,0.71705,0.051798000000000004,0.41221,0.3903,0.64431,0.73401,0.39724
30,9,0.22763000000000003,0.62975,0.41973,0.50366,0.31786,0.71318,0.37709000000000004,0.65274,0.63802,0.35169
