1	1	0	0.64	0.64	0	0.32	0	0	0	0	0	0	0.64	0	0	0	0.32	0	1.29	1.93	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.778	0	0	3.756	61	278
2	1	0.21	0.28	0.5	0	0.14	0.28	0.21	0.07	0	0.94	0.21	0.79	0.65	0.21	0.14	0.14	0.07	0.28	3.47	0	1.59	0	0.43	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0	0.372	0.18	0.048	5.114	101	1028
3	1	0.06	0	0.71	0	1.23	0.19	0.19	0.12	0.64	0.25	0.38	0.45	0.12	0	1.75	0.06	0.06	1.03	1.36	0.32	0.51	0	1.16	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0.12	0	0.06	0.06	0	0	0.01	0.143	0	0.276	0.184	0.01	9.821	485	2259
4	1	0	0	0	0	0.63	0	0.31	0.63	0.31	0.63	0.31	0.31	0.31	0	0	0.31	0	0	3.18	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137	0	0.137	0	0	3.537	40	191
5	1	0	0	0	0	0.63	0	0.31	0.63	0.31	0.63	0.31	0.31	0.31	0	0	0.31	0	0	3.18	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0	0.135	0	0	3.537	40	191
6	1	0	0	0	0	1.85	0	0	1.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223	0	0	0	0	3	15	54
7	1	0	0	0	0	1.92	0	0	0	0	0.64	0.96	1.28	0	0	0	0.96	0	0.32	3.85	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.164	0.054	0	1.671	4	112
8	1	0	0	0	0	1.88	0	0	1.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206	0	0	0	0	2.45	11	49
9	1	0.15	0	0.46	0	0.61	0	0.3	0	0.92	0.76	0.76	0.92	0	0	0	0	0	0.15	1.23	3.53	2	0	0	0.15	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0.271	0	0.181	0.203	0.022	9.744	445	1257
10	1	0.06	0.12	0.77	0	0.19	0.32	0.38	0	0.06	0	0	0.64	0.25	0	0.12	0	0	0.12	1.67	0.06	0.71	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0.04	0.03	0	0.244	0.081	0	1.729	43	749
11	1	0	0	0	0	0	0	0.96	0	0	1.92	0.96	0	0	0	0	0	0	0.96	3.84	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0.462	0	0	1.312	6	21
12	1	0	0	0.25	0	0.38	0.25	0.25	0	0	0	0.12	0.12	0.12	0	0	0	0	0	1.16	0	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0.044	0	0.663	0	0	1.243	11	184
13	1	0	0.69	0.34	0	0.34	0	0	0	0	0	0	0.69	0	0	0	0.34	0	1.39	2.09	0	1.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0.786	0	0	3.728	61	261
14	1	0	0	0	0	0.9	0	0.9	0	0	0.9	0.9	0	0.9	0	0	0	0	0	2.72	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.083	7	25
15	1	0	0	1.42	0	0.71	0.35	0	0.35	0	0.71	0	0.35	0	0	0	5.35	0	0	3.21	0	2.85	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0	0.357	0	0	1.971	24	205
16	1	0	0.42	0.42	0	1.27	0	0.42	0	0	1.27	0	0	0	0	0	1.27	0	0	1.7	0.42	1.27	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	1.27	0	0	0.42	0	0	0	0	0	0	0	0	0	0.063	0	0.572	0.063	0	5.659	55	249
17	1	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88	0	2.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428	0	0	4.652	31	107
18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.975	0.37	0	35.461	95	461
19	1	0	0	0.55	0	1.11	0	0.18	0	0	0	0	0	0.92	0	0.18	0	0.37	0.37	3.15	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0	0.455	0	0	1.32	4	70
20	1	0	0.63	0	0	1.59	0.31	0	0	0.31	0	0	0.63	0	0	1.27	0.63	0.31	3.18	2.22	0	1.91	0	0.31	0.63	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	0.275	0	0.055	0.496	0	3.509	91	186
21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.729	0	0.729	0	0	3.833	9	23
22	1	0.05	0.07	0.1	0	0.76	0.05	0.15	0.02	0.55	0	0.1	0.47	0.02	0	0	0	0.02	0.13	2.09	0.1	1.57	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.1	0	0	0	0	0	0	0	0	0	0	0	0.042	0.101	0.016	0.25	0.046	0.059	2.569	66	2259
