IKSHC	shape	0.6354380000000001
PERCH	shape	0.63145
IKSHC	shape	0.742404
PERCH	shape	0.7029270000000001
IKSHC	shape	0.623605
PERCH	shape	0.683121
IKSHC	shape	0.640123
PERCH	shape	0.6776909999999999
IKSHC	shape	0.676068
PERCH	shape	0.586637
IKSHC	shape	0.63588
PERCH	shape	0.722992
IKSHC	shape	0.595254
PERCH	shape	0.631679
IKSHC	shape	0.63644
PERCH	shape	0.6692859999999999
IKSHC	shape	0.647447
PERCH	shape	0.694704
IKSHC	shape	0.628379
PERCH	shape	0.6581359999999999
IKSHC	spam	0.691774
PERCH	spam	0.567217
IKSHC	spam	0.681609
PERCH	spam	0.567689
IKSHC	spam	0.680433
PERCH	spam	0.595113
IKSHC	spam	0.680828
PERCH	spam	0.560563
IKSHC	spam	0.690534
PERCH	spam	0.577919
IKSHC	spam	0.683334
PERCH	spam	0.551679
IKSHC	spam	0.680616
PERCH	spam	0.5738800000000001
IKSHC	LandCover	0.550142
PERCH	LandCover	0.413692
IKSHC	LandCover	0.582938
PERCH	LandCover	0.43710600000000005
IKSHC	LandCover	0.548767
PERCH	LandCover	0.406468
IKSHC	LandCover	0.5695560000000001
PERCH	LandCover	0.438663
IKSHC	LandCover	0.575971
PERCH	LandCover	0.41307
IKSHC	LandCover	0.552766
PERCH	LandCover	0.42332200000000003
IKSHC	LandCover	0.5434899999999999
PERCH	LandCover	0.349426
IKSHC	LandCover	0.537007
PERCH	LandCover	0.40026
IKSHC	LandCover	0.5612020000000001
PERCH	LandCover	0.452768
IKSHC	LandCover	0.555552
PERCH	LandCover	0.41685600000000006
IKSHC	LSVT	0.678215
PERCH	LSVT	0.618839
IKSHC	LSVT	0.704138
PERCH	LSVT	0.699904
IKSHC	LSVT	0.6716260000000001
PERCH	LSVT	0.638668
IKSHC	LSVT	0.659611
PERCH	LSVT	0.686578
IKSHC	LSVT	0.6926979999999999
PERCH	LSVT	0.614503
IKSHC	LSVT	0.686358
PERCH	LSVT	0.621678
IKSHC	LSVT	0.672059
PERCH	LSVT	0.637596
IKSHC	LSVT	0.662199
PERCH	LSVT	0.649748
IKSHC	LSVT	0.678759
PERCH	LSVT	0.681338
